,location,tweetcreatedts,clean_tweet,vader_score,vader_sentiment_label,sentiment
424,,2020-05-28 00:58:40,"1/ A third Americans (since #Covid_19 )show signs clinical anxiety #depression, Census Bureau finds *Census Bureau's ""emergency coronavirus project""😶 aka 2020 Household Pulse Survey via .@CDCgov Who address #MentalHealth FUNDS❓ https://t.co/osDhX3YWIX",-0.7906,-1,negative
425,"California, USA",2020-05-28 00:55:04,"""#COVID19 exposed weaknesses gaps #health care system."" https://t.co/PMR1R1yAqe #BeyondCoping #MentalHealth #MentalIllness #Psychotherapy #GetHelp #CallUsNow",0.1027,1,positive
426,,2020-05-28 00:53:51,Free resource helping children covid19 stress #children #covid19 #stress #Quarantine #kids #Corona https://t.co/8ptTKEBXLA,-0.0258,0,neutral
427,"Heidelberg, Australia",2020-05-28 00:53:00,Household Impacts #COVID19 Survey @ABSStats finds loneliness widely reported source personal #stress Australians April https://t.co/yi8F6BC3Sy,-0.6808,-1,negative
428,"Melbourne, Australia",2020-05-28 00:41:09,"The stress might feel unsettling time translates stiffness base neck, reflects headaches. Read 👉 https://t.co/dkM6HQNNqQ #Health #Covid_19 #Headaches #StayAtHome #Stress https://t.co/Rbig0U1pTV",-0.6808,-1,negative
429,Shropshire,2020-05-28 00:32:08,FACT I MUST #UNPLUG FROM #TECHNOLOGY TO BE #HEALTHY IN THE #ERA OF #CORONAVIRUS #CORONA #COVID19 #RONA #CDC #DYSTOPIA #MELANIN #BLACKPEOPLE #BLACKTWITTER #GHETTO #NIGGAS #RAPBARS #LGBT #AFRICA #AMERIKKKA #WOKE #CONSPIRACYTHEORY #MENTALILLNESS #MENTALHEALTH #QUARANTINE #6FEETAPART https://t.co/dDX1J85ToH,0.0772,1,positive
430,666,2020-05-28 00:20:56,FACT I MUST #UNPLUG FROM #TECHNOLOGY TO BE #HEALTHY IN THE #ERA OF #CORONAVIRUS #CORONA #COVID19 #RONA #CDC #DYSTOPIA #MELANIN #BLACKPEOPLE #BLACKTWITTER #GHETTO #NIGGAS #RAPBARS #LGBT #AFRICA #AMERIKKKA #WOKE #CONSPIRACYTHEORY #MENTALILLNESS #MENTALHEALTH #QUARANTINE #6FEETAPART https://t.co/dDX1J85ToH,0.0772,1,positive
431,"Miami, FL",2020-05-28 00:19:06,@NickKristof What contagious #covid19? #mentalillness,-0.34,-1,negative
432,USA,2020-05-28 00:15:11,Coronavirus Pendemic COVID -19 signs symptoms #coronavirus #COVID19 #homeopathy #TaimouriClinic #HomeoClinic #Homeopathic #fear #Depression #Sadness #غم #CoronavirusMedicine #CoronaWarriors #coronaAnxiety #coronaFear #panicAttack https://t.co/b8z0WjRSFd,-0.8689,-1,negative
433,"Lenoir, NC",2020-05-28 00:05:13,What #coronavirus #stress brain body https://t.co/xm7TeVeUcM,-0.4215,-1,negative
434,"San Francisco, CA",2020-05-28 00:00:05,New clinical trial #depression: Impact Covid-19 Pandemic Depression Quality Life https://t.co/AD5AlFU3TW,-0.8126,-1,negative
435,,2020-05-27 23:54:22,How India's lockdown affected mental health https://t.co/i6sVrPjGvD Via @iitgn @medrxivpreprint @anuassam_01 #MentalHealth #Addiction #Anxiety #Coronavirus #Depression #InternetAddiction #Research #Stress #CoronavirusDisease #COVID19 #PornAddiction #Pornography https://t.co/Nh7Kr3CUME,-0.8316,-1,negative
436,Pakistan,2020-05-27 23:52:56,"A third #Americans show #signs #clinical #anxiety #depression, #Census Bureau finds - #coronavirus #covid19 #pandemic #lockdown #health #news #healthcare #mentalHealth https://t.co/mnYEuWay2N",-0.6597,-1,negative
437,"Stamford, England",2020-05-27 23:51:53,"...if suffering, losing hope dealing grief, read Sarah coped. She chose take medication mask grief counseling. Instead, knew could trust. body heal itself. What beautiful story. #grief #Covid19 #stress #treuk https://t.co/KYpEFFzrLx",-0.7906,-1,negative
438,Earth,2020-05-27 23:51:25,Why America's #economy screwed heading near unfixable #depression. Written someone far smarter me. | #UBI #media #MedicareForAll #racism #WorkersRights #COVID19 #Corruption #GeneralStrike2020 #GeneralStrike #socialmedia #Socialism https://t.co/TJfWzCxLgA,-0.8402,-1,negative
439,"Moorhead, MN",2020-05-27 23:41:39,Why America's #economy screwed heading near unfixable #depression. Written someone far smarter me. | #UBI #media #MedicareForAll #racism #WorkersRights #COVID19 #Corruption #GeneralStrike2020 #GeneralStrike #socialmedia #Socialism https://t.co/TJfWzCxLgA,-0.8402,-1,negative
440,Tehsil Road Haripur Pakistan,2020-05-27 23:34:39,Coronavirus Pendemic COVID -19 signs symptoms #coronavirus #COVID19 #homeopathy #TaimouriClinic #HomeoClinic #Homeopathic #fear #Depression #Sadness #غم #CoronavirusMedicine #CoronaWarriors #coronaAnxiety #coronaFear #panicAttack https://t.co/b8z0WjRSFd,-0.8689,-1,negative
441,Sudbury ON CND,2020-05-27 23:28:54,Fantastic #webinar today CROSH Postdoctoral Fellow Dr. Zsuzsanna Kerekes. She breaks #stress really discusses stress experience #COVID19. Watch free anytime CROSH website: https://t.co/DKREZAKfik https://t.co/QcpugeXybo,0.2551,1,positive
442,American University Park,2020-05-27 23:16:43,I don’t room anymore. The boxes going shed. This sucks. 😞 #coronavirus #quarantine #depression,-0.8649,-1,negative
443,,2020-05-27 23:13:24,"If can't come us, we'll find way you. Blue Nile happy announce online consultations. Book https://t.co/CCCyUPUDQj #mentalhealth #onlinecounselling #anxiety #depression #depressionhelp #MentalHealthAwarenessWeek2020 #COVID19 https://t.co/Zre9lm7b1f",-0.1779,-1,negative
444,👍🏿,2020-05-27 23:10:34,"If can't come us, we'll find way you. Blue Nile happy announce online consultations. Book https://t.co/CCCyUPUDQj #mentalhealth #onlinecounselling #anxiety #depression #depressionhelp #MentalHealthAwarenessWeek2020 #COVID19 https://t.co/Zre9lm7b1f",-0.1779,-1,negative
445,"London, England",2020-05-27 23:03:08,We offering psychospiritual culturally sensitive counselling free anyone affected tragedy #GrenfellTower #Grenfell currently suffering #anxiety #depression due #coronavirus #COVID__19 Please get touch: https://t.co/8kSk9h1yL5,-0.836,-1,negative
446,WorldWide,2020-05-27 23:02:48,"A third #Americans show #signs #clinical #anxiety #depression, #Census Bureau finds - #coronavirus #covid19 #pandemic #lockdown #health #news #healthcare #mentalHealth https://t.co/mnYEuWay2N",-0.6597,-1,negative
447,"Washington, DC",2020-05-27 23:01:48,“I don’t want stand performed poorly male colleagues...I know long I keep up. I completely exhausted &amp; end sight.” https://t.co/064ugxQxAY #wlf #Covid_19 #pandemiclife #exhausted #women #lawyer #stress #workingmoms,-0.7778,-1,negative
448,Canada,2020-05-27 23:00:58,"Watch Dr. Benicio Frey (Associate Professor Psychiatry, McMaster University) ""Managing #Insomnia During #COVID19"" Link: https://t.co/KfBHWZhTbT #depression #MentalHealthDuringQuarantine @neurosciencemac https://t.co/AKtPDZTnJf",-0.5719,-1,negative
449,"Spokane Valley, WA",2020-05-27 23:00:03,Traumatic #Stress #COVID_19 Raises Concerns Front-Line Responders. #awareness #prevention https://t.co/3OlMwXeq9P,-0.7579,-1,negative
450,,2020-05-27 22:57:59,"""Millions people around world coping #jobloss caused #COVID19 pandemic. Whether it’s temporary permanent, unemployment lead stress, #anxiety, #depression #mentalhealth challenges."" Via @seattletimes https://t.co/SvH611PJty",-0.8689,-1,negative
451,"Washington, DC",2020-05-27 22:56:12,Super pleased jointly written (w @JLSkillings) resource consulting #anxiety #stress #Covid_19 #HealthcareHeroes @APA @APAPractice @division42 @GovMikeDeWine @DrAmyActon @APADivision38 https://t.co/ZGjfRhAzkt,0.5106,1,positive
452,"Columbia, SC",2020-05-27 22:42:32,Looking #podcast great advice manage #MentalHealth #COVID19? Here go! #Sleep #Nutrition #Mindfulness #HealthyEating #ChildDevelopment #StressManagement #HolisticHealth #Stress #SnellingStaffing #BetterTogether #staffing https://t.co/YixJVHscg7,0.3802,1,positive
453,,2020-05-27 22:22:48,"RT, please; enough? Parents children @2000days need access #childcare access $Enough financial resources minimize #stress &amp; #emotions worrying basic needs😣#yyc #COVID19 @impactCalgary @communitynowma1 @SunriseCLRC @dtalks_yyc @LEAD4changes https://t.co/ClTSP1oiT6 https://t.co/dxMjv7x58l",-0.4404,-1,negative
454,"Tempe, AZ, USA",2020-05-27 22:15:16,Anxiety challenges ability resolve conflicts. Here tips: https://t.co/fWfKPwyO9Q #conflict #conflicts #conflictmanagement #stress #stressed #stressrelief #covid19 #coronavirus #pandemic https://t.co/Xaf3SD3Qp4,-0.802,-1,negative
455,"New York, USA",2020-05-27 22:13:27,"This article quite interesting! Very likely similarity weekdays contributes sadness, depression likely disrupts extent normal circadian rhythm. #covid19 #stress #sadness #biologicalrhyt…https://t.co/s6HMHk0H02 https://t.co/fT97TbRsct",-0.8624,-1,negative
456,,2020-05-27 22:11:52,Hard Work Pays Off ✔✔✔ #rebalance #motivation #balance #inspiration #mindbodysoul #spiritualhealing #livelife #happiness #success #community #podcast #stress #anxiety #covid19 #stressrelief #love #balanceinlife… https://t.co/sPum1kk7FB,0.9246,1,positive
457,"Colorado, USA",2020-05-27 22:11:00,MAY #MentalHealthAwareness Month #ICYMI #MentalHealth distress among Americans TRIPLED #Covid19 Pandemic! #Aspen #Breck #Vail #Colorado #Anxiety #Depression #Unemployment #Poverty #Stress #Suicide #SuicideAwareness LEARN via @TIME https://t.co/Oh1U1gq0px https://t.co/F8ruX4Zfom,-0.9705,-1,negative
458,"Tucson, AZ",2020-05-27 22:03:52,Anxiety coronavirus manifest myriad ways. Learn recognize signs protect mental health. https://t.co/QDgj5MXsRz #covid19 #coronavirus #mentalhealth #stress #wellrx https://t.co/Vku12S8zT7,-0.2263,-1,negative
459,"Connecticut, USA",2020-05-27 22:03:26,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
460,DC/Chicago,2020-05-27 22:02:17,"Nearly half #parents children 18 reported high level #stress - score 8 greater 10! No significant difference stress levels moms dads, moms reported feeling overwhelmed dads reported feeling lonely @APA #Covid_19 https://t.co/w5iKCRMVze",-0.6467,-1,negative
461,,2020-05-27 22:00:28,"I went #mentalhealth crisis, I want people know alone. Dealing #depression #anxiety #OCD #quarentine hard. Share thoughts @BloggerLS #lifestyle #support #wednesday #health #covid19 https://t.co/8dLAz9xMLs",-0.7717,-1,negative
462,"Tucson, AZ",2020-05-27 21:58:43,Anxiety coronavirus manifest myriad ways. Learn recognize signs protect mental health. https://t.co/QDgj5MXsRz #covid19 #coronavirus #mentalhealth #stress #wellrx https://t.co/Vku12S8zT7,-0.2263,-1,negative
463,Highgate,2020-05-27 21:58:29,Sandra G. M. Jarvis says bringing #fun back life relesses #stress #tension 💎 #mentalbreakdowns #mentalhealth #MentalHealthAwarenessWeeek #depression #depressed #SocialDistancing #COVID__19 #Covid19UK #coronavirus #Corona #anxiety #Day61OfLockDown #ChangeYourWorld https://t.co/RylTX98ohc,-0.8591,-1,negative
464,Highgate,2020-05-27 21:58:18,💃🏽 You YOU think. 🦋 💎 #mentalbreakdowns #mentalhealth #MentalHealthAwarenessWeeek #depression #depressed #SocialDistancing #COVID__19 #Covid19UK #coronavirus #Corona #anxiety #Day61OfLockDown #ChangeYourWorld https://t.co/KSc90wUAKq,-0.8271,-1,negative
465,"Mirandola, Emilia Romagna",2020-05-27 21:56:59,"1/ A third Americans (since #Covid_19 )show signs clinical anxiety #depression, Census Bureau finds *Census Bureau's ""emergency coronavirus project""😶 aka 2020 Household Pulse Survey via .@CDCgov Who address #MentalHealth FUNDS❓ https://t.co/osDhX3YWIX",-0.7906,-1,negative
466,,2020-05-27 21:51:13,"Managing #stress &amp; anxiety important time, especially you’re #pregnant new mom. Tune Facebook Live Thurs., 5/28 1PM CST expert panel talks strategies cope challenging times. Supported @SageBiotech. #COVID19 https://t.co/klT5icOtLx",0.0516,1,positive
467,"Dallas, TX",2020-05-27 21:50:57,"Managing #stress &amp; anxiety important time, especially you’re #pregnant new mom. Tune Facebook Live Thurs., 5/28 1PM CST expert panel talks strategies cope challenging times. Supported @SageBiotech. #COVID19 https://t.co/klT5icOtLx",0.0516,1,positive
468,"Tokyo,Osaka,Japan",2020-05-27 21:49:37,Is Coronavirus harming mental health? Take quiz find out. #COVID #COVIDー19 #MentalHealthAwarenessMonth #mentalhealth #coronavirus #depression #anxiety #fear #WednesdayThoughts https://t.co/r2diTe1v8O https://t.co/S5tOZF890j,-0.9042,-1,negative
469,,2020-05-27 21:39:17,"1/ A third Americans (since #Covid_19 )show signs clinical anxiety #depression, Census Bureau finds *Census Bureau's ""emergency coronavirus project""😶 aka 2020 Household Pulse Survey via .@CDCgov Who address #MentalHealth FUNDS❓ https://t.co/osDhX3YWIX",-0.7906,-1,negative
470,,2020-05-27 21:34:03,"Managing #stress &amp; anxiety important time, especially you’re #pregnant new mom. Tune Facebook Live Thurs., 5/28 1PM CST expert panel talks strategies cope challenging times. Supported @SageBiotech. #COVID19 https://t.co/klT5icOtLx",0.0516,1,positive
471,"Colorado, USA",2020-05-27 21:27:13,The disruptions daily life due #Covid19 may increase feelings #stress #anxiety #hopelessness existing #MentalHealth problems. Find support &amp; resources available https://t.co/FyG6D1Us5f https://t.co/3ZE12VI6O9 @RMIRECC #MentalHealthAwarenessMonth,-0.8271,-1,negative
472,TX,2020-05-27 21:22:46,Being An #AgentOfChange For #Workplace #MentalHealth via .@forbes https://t.co/hYFesBEnVx #HR #COVID19 #Stress #EAPs #WorkplaceCulture,-0.4215,-1,negative
473,Dallas/ Fort-Worth,2020-05-27 21:21:18,Being An #AgentOfChange For #Workplace #MentalHealth via .@forbes https://t.co/QVNkQ19Iy3 #HR #COVID19 #Stress #EAPs #WorkplaceCulture,-0.4215,-1,negative
474,"Spring Hill, FL",2020-05-27 21:19:35,"There weeks left anything depression, &amp; Congress, led Republican Senate, fiddling. Why? And it? #depression #BasicIncome #AMJoy #spacexlaunch #SpaceXDragon #racism #coronavirus https://t.co/1el4V1eywG via @YouTube",-0.9163,-1,negative
475,,2020-05-27 21:18:35,"This video looks #behaviouralactivation. It one videos I made part series created @CPFT_NHS @IaptPws @PboroMHExemplar support people #worry, #anxiety #depression, especially #covid19 https://t.co/B1hnIxx2ta 💙",-0.5574,-1,negative
476,"Worcester, MA, USA",2020-05-27 21:15:12,"#Lockdown seems like go forever, end…but keep attitudes meantime, combat #depression? https://t.co/yY7HXhDomC #COVID19 #SocialIsolation #Gratitude #Happiness #Attitude #OlderAdults via #SeniorPlanet",0.5106,1,positive
477,"Bengaluru, India",2020-05-27 21:07:02,"If can't come us, we'll find way you. Blue Nile happy announce online consultations. Book https://t.co/CCCyUPUDQj #mentalhealth #onlinecounselling #anxiety #depression #depressionhelp #MentalHealthAwarenessWeek2020 #COVID19 https://t.co/Zre9lm7b1f",-0.1779,-1,negative
478,California & Texas,2020-05-27 20:52:54,"With todays mission space scrubbed, get thrown back crisis land. Today talk mental health begin reopen world. #coronavirus #covid19 #healthcare #socialdistancing #mentalhealthmatters #mentalhealth #anxiety #stress https://t.co/ESmYTXIF3u",-0.8225,-1,negative
479,Southern California,2020-05-27 20:52:20,"According recent Census Bureau survey, third American adults report symptoms clinical #anxiety #depression amid coronavirus outbreak. Find more: https://t.co/XRoyVrQIgq #Getthefacts #covid19 #NewBlog",-0.6597,-1,negative
480,Twin Cities,2020-05-27 20:49:48,"How recognize signs #anxiety #depression middle school-aged children? Our School-Linked Therapist, Jenna Seal, participating free @ISD281 online event tomorrow provides strategies help families #COVID19: https://t.co/L7oniUEWHJ. https://t.co/xTtFJAdfdb",0.1531,1,positive
481,,2020-05-27 20:49:26,Are experiencing emotional #stress #COVID19 period? Don’t worry call (86) 400-680-6101 get advanced psychological counseling Tsinghua experts. We always ready help you! For more: https://t.co/TgYJpw5yQi https://t.co/9PUMEvaOOG,0.3382,1,positive
482,Nationwide,2020-05-27 20:48:00,"According recent Census Bureau survey, third American adults report symptoms clinical #anxiety #depression amid coronavirus outbreak. Find more: https://t.co/WgEnK1UyHm #Getthefacts #covid19 #NewBlog",-0.6597,-1,negative
483,Wales/now in Quarantine,2020-05-27 20:35:10,How #COVID19 #lockdown impacting #ethnicminority people lived experience severe #mentalillness #carers? We plan create #digital journal document #stories based survey. Please RT. https://t.co/DxfTWJt68A https://t.co/smeA31anaj,0.2023,1,positive
484,"Victoria, British Columbia",2020-05-27 20:34:36,"RT, please; enough? Parents children @2000days need access #childcare access $Enough financial resources minimize #stress &amp; #emotions worrying basic needs😣#yyc #COVID19 @impactCalgary @communitynowma1 @SunriseCLRC @dtalks_yyc @LEAD4changes https://t.co/ClTSP1oiT6 https://t.co/dxMjv7x58l",-0.4404,-1,negative
485,"Calgary, Alberta",2020-05-27 20:33:43,"RT, please; enough? Parents children @2000days need access #childcare access $Enough financial resources minimize #stress &amp; #emotions worrying basic needs😣#yyc #COVID19 @impactCalgary @communitynowma1 @SunriseCLRC @dtalks_yyc @LEAD4changes https://t.co/ClTSP1oiT6 https://t.co/dxMjv7x58l",-0.4404,-1,negative
